transaction_id,user_name,age,country,product_category,purchase_amount,payment_method,transaction_date
43850,James White,21,Brazil,Books,196.97,UPI,2023-12-18
5253,Emma Lewis,37,USA,Grocery,711.34,Net Banking,2023-12-18
13773,Noah Hall,62,India,Books,365.17,UPI,2023-12-18
47895,Olivia Clark,40,India,Grocery,694.51,Credit Card,2023-12-18
42680,Sophia Thompson,44,India,Home & Kitchen,964.0,Cash on Delivery,2023-12-18
17901,Noah Thompson,31,Japan,Books,833.89,Net Banking,2023-12-18
35713,Sophia Anderson,39,Canada,Home & Kitchen,543.0,PayPal,2023-12-18
33180,Olivia Rodriguez,34,Mexico,Clothing,431.59,Cash on Delivery,2023-12-18
15917,James Lewis,40,Germany,Home & Kitchen,221.34,UPI,2023-12-18
35086,Noah Thompson,35,France,Grocery,490.49,PayPal,2023-12-18
49498,James Rodriguez,66,Japan,Home & Kitchen,927.23,Net Banking,2023-12-18
20779,James Walker,44,Brazil,Sports,36.54,PayPal,2023-12-18
49863,Liam Anderson,45,Japan,Sports,127.79,UPI,2023-12-18
49163,Isabella Clark,23,Mexico,Electronics,232.95,Debit Card,2023-12-18
13445,James Walker,41,Mexico,Electronics,222.26,Debit Card,2023-12-18
45756,Elijah Walker,44,France,Clothing,13.65,PayPal,2023-12-18
49086,Liam Walker,66,Australia,Books,917.0,Net Banking,2023-12-18
19940,Sophia Anderson,25,USA,Grocery,503.54,UPI,2023-12-18
44598,Noah Lewis,33,France,Toys,501.49,Cash on Delivery,2023-12-18
12336,Isabella White,25,USA,Beauty,476.08,PayPal,2023-12-18
21464,Sophia Anderson,52,Germany,Grocery,383.69,PayPal,2023-12-18
11197,James White,29,Japan,Books,372.61,Credit Card,2023-12-18
21685,Isabella Clark,46,Japan,Beauty,319.2,UPI,2023-12-18
32805,Elijah Allen,43,USA,Grocery,278.61,Credit Card,2023-12-18
4566,Sophia Lewis,65,France,Books,287.74,Credit Card,2023-12-18
40641,Liam Lewis,23,India,Beauty,813.14,UPI,2023-12-18
19908,Emma Thompson,67,India,Grocery,930.04,Net Banking,2023-12-18
39378,James Harris,28,Germany,Grocery,962.47,Cash on Delivery,2023-12-18
5034,James Allen,33,India,Sports,528.61,Credit Card,2023-12-18
9289,Isabella Thompson,45,UK,Toys,857.67,Cash on Delivery,2023-12-18
33850,Sophia Allen,46,India,Clothing,886.86,Debit Card,2023-12-18
46593,Isabella Thompson,19,India,Clothing,614.32,Cash on Delivery,2023-12-18
43,Elijah Clark,58,USA,Beauty,85.48,UPI,2023-12-18
8038,Emma Hall,49,Canada,Clothing,749.13,Cash on Delivery,2023-12-18
10145,Emma Allen,48,Brazil,Electronics,343.35,Cash on Delivery,2023-12-18
47542,Isabella Lewis,22,Australia,Beauty,611.5,Net Banking,2023-12-18
27084,Ava Hall,52,USA,Sports,969.48,PayPal,2023-12-18
4253,Isabella Lewis,45,Australia,Grocery,941.53,Debit Card,2023-12-18
38175,Oliver Harris,43,Brazil,Toys,614.02,PayPal,2023-12-18
35848,Ava Allen,42,Brazil,Toys,598.0,Cash on Delivery,2023-12-18
24943,Emma Anderson,43,Japan,Beauty,706.65,Cash on Delivery,2023-12-18
11035,Olivia Lewis,18,Mexico,Grocery,561.12,PayPal,2023-12-18
28585,Oliver White,20,Brazil,Electronics,795.8,PayPal,2023-12-18
21855,James Thompson,43,France,Books,258.57,PayPal,2023-12-18
25338,Sophia Rodriguez,70,Mexico,Grocery,207.28,Credit Card,2023-12-18
17093,Liam Clark,21,India,Clothing,256.22,Credit Card,2023-12-18
18750,Ava Clark,27,Japan,Electronics,553.88,Debit Card,2023-12-18
44352,Noah Harris,53,USA,Home & Kitchen,605.13,Credit Card,2023-12-18
24760,Liam Anderson,23,France,Toys,948.87,PayPal,2023-12-18
46636,Ava Allen,34,Brazil,Grocery,723.1,Cash on Delivery,2023-12-18
40366,Ava Harris,54,USA,Books,994.87,PayPal,2023-12-18
46892,Oliver Rodriguez,52,USA,Beauty,750.75,UPI,2023-12-19
28470,Emma Hall,44,USA,Clothing,906.43,Debit Card,2023-12-19
47424,Elijah Harris,29,Japan,Grocery,194.42,UPI,2023-12-19
25841,Noah Anderson,24,Japan,Home & Kitchen,716.01,Credit Card,2023-12-19
5914,Ava Rodriguez,45,Mexico,Electronics,754.68,UPI,2023-12-19
16644,Noah Harris,62,Brazil,Clothing,689.01,UPI,2023-12-19
12457,Olivia Allen,20,Canada,Clothing,785.02,PayPal,2023-12-19
8676,Liam Harris,43,Germany,Home & Kitchen,237.53,Net Banking,2023-12-19
47081,James Thompson,45,Germany,Sports,940.6,PayPal,2023-12-19
23393,Oliver Anderson,45,USA,Home & Kitchen,241.87,PayPal,2023-12-19
19768,Oliver Allen,55,Canada,Electronics,595.28,UPI,2023-12-19
9616,James White,39,Canada,Electronics,337.61,Debit Card,2023-12-19
8236,Isabella Allen,64,Australia,Beauty,733.75,PayPal,2023-12-19
9520,Emma Walker,33,France,Home & Kitchen,248.74,Cash on Delivery,2023-12-19
17903,Elijah Rodriguez,39,France,Toys,152.93,Credit Card,2023-12-19
2896,Sophia Rodriguez,30,France,Clothing,624.45,Debit Card,2023-12-19
43274,Elijah Hall,21,UK,Books,681.68,Credit Card,2023-12-19
44547,Oliver Walker,59,India,Clothing,622.44,Credit Card,2023-12-19
9097,James Harris,26,Brazil,Books,672.68,PayPal,2023-12-19
32302,Elijah Lewis,46,Japan,Home & Kitchen,570.79,Credit Card,2023-12-19
38184,Noah Clark,45,Japan,Books,261.32,Debit Card,2023-12-19
1483,Oliver Allen,62,Germany,Grocery,299.67,Cash on Delivery,2023-12-19
684,Olivia Clark,28,India,Grocery,357.79,UPI,2023-12-19
9533,Elijah Harris,55,Japan,Grocery,309.7,Credit Card,2023-12-19
36474,Noah Clark,54,Canada,Electronics,112.02,UPI,2023-12-19
9152,Isabella Anderson,18,Brazil,Electronics,229.22,Debit Card,2023-12-19
40008,Emma Walker,44,Canada,Sports,943.06,PayPal,2023-12-19
913,Sophia Allen,25,UK,Toys,354.93,Cash on Delivery,2023-12-19
42463,Noah White,50,Brazil,Clothing,831.87,Credit Card,2023-12-19
32178,Emma Anderson,18,UK,Toys,243.49,Net Banking,2023-12-19
9185,Olivia Anderson,47,USA,Grocery,630.62,Credit Card,2023-12-19
9205,Elijah Lewis,41,UK,Grocery,35.64,Debit Card,2023-12-19
39574,Olivia Allen,44,India,Books,881.87,Cash on Delivery,2023-12-19
45225,Sophia Anderson,26,Brazil,Beauty,132.27,Credit Card,2023-12-19
25828,Emma Anderson,52,Australia,Home & Kitchen,112.93,UPI,2023-12-19
39943,Emma Anderson,32,France,Electronics,419.98,UPI,2023-12-19
23334,Isabella Harris,31,Brazil,Toys,668.57,Credit Card,2023-12-19
39940,Olivia Thompson,38,Brazil,Grocery,441.97,Net Banking,2023-12-19
14826,Elijah Thompson,53,Brazil,Electronics,332.04,UPI,2023-12-19
45609,Liam White,44,India,Books,472.39,UPI,2023-12-19
21914,Oliver White,44,France,Electronics,249.18,Net Banking,2023-12-19
31323,Olivia Allen,59,UK,Clothing,854.83,Net Banking,2023-12-19
23707,Sophia Rodriguez,18,France,Clothing,428.23,Debit Card,2023-12-19
33955,Elijah Allen,36,Japan,Sports,306.68,UPI,2023-12-19
10256,Noah Anderson,28,Germany,Electronics,246.45,Net Banking,2023-12-19
10661,Liam Walker,59,Canada,Grocery,186.61,PayPal,2023-12-19
22635,Liam Rodriguez,60,Canada,Sports,639.05,UPI,2023-12-19
25488,Isabella Thompson,28,France,Sports,654.05,Net Banking,2023-12-19
18520,Isabella Anderson,60,UK,Sports,689.48,Credit Card,2023-12-19
14683,Ava White,42,Australia,Books,335.09,PayPal,2023-12-19
4490,Ava Allen,58,Mexico,Toys,15.75,PayPal,2023-12-19
18752,Liam Rodriguez,69,India,Clothing,855.77,Net Banking,2023-12-19
15320,Elijah White,56,Germany,Grocery,139.84,UPI,2023-12-19
14098,Ava White,30,Australia,Books,249.69,PayPal,2023-12-19
25562,Elijah White,49,Germany,Beauty,585.14,Net Banking,2023-12-19
9866,Noah Lewis,52,Australia,Grocery,118.18,Net Banking,2023-12-19
4637,Elijah Harris,56,Germany,Sports,868.46,Net Banking,2023-12-19
43739,Sophia White,45,Australia,Sports,965.87,UPI,2023-12-19
1568,Oliver Harris,66,Canada,Home & Kitchen,112.94,UPI,2023-12-19
35375,Emma Allen,25,India,Clothing,9.17,Cash on Delivery,2023-12-19
7849,Emma Rodriguez,56,USA,Clothing,332.01,Cash on Delivery,2023-12-19
14494,Isabella Anderson,35,Brazil,Beauty,372.27,Cash on Delivery,2023-12-19
41258,Isabella Rodriguez,22,USA,Beauty,505.93,Debit Card,2023-12-19
25201,Sophia Harris,60,Canada,Electronics,454.01,Cash on Delivery,2023-12-19
739,Isabella Rodriguez,39,Brazil,Books,512.96,PayPal,2023-12-19
11837,Emma Rodriguez,20,France,Clothing,843.01,Credit Card,2023-12-19
49036,Emma Allen,32,Japan,Toys,798.47,Net Banking,2023-12-19
48636,Ava Hall,57,Brazil,Clothing,38.44,Cash on Delivery,2023-12-19
48955,Olivia Lewis,45,Brazil,Beauty,569.68,Debit Card,2023-12-19
3666,Emma Rodriguez,28,USA,Sports,588.71,Debit Card,2023-12-20
19850,Emma Anderson,29,India,Books,695.88,Cash on Delivery,2023-12-20
45003,Oliver Lewis,50,India,Books,692.68,Cash on Delivery,2023-12-20
27486,Sophia Allen,55,France,Books,360.48,Credit Card,2023-12-20
46942,Emma Rodriguez,41,UK,Grocery,248.41,Net Banking,2023-12-20
44092,James Clark,44,Mexico,Electronics,7.4,UPI,2023-12-20
10363,Isabella Clark,27,USA,Beauty,924.27,Cash on Delivery,2023-12-20
25956,Liam White,70,Mexico,Toys,262.12,Cash on Delivery,2023-12-20
27502,Ava Walker,28,Japan,Home & Kitchen,534.27,Cash on Delivery,2023-12-20
12680,Elijah Thompson,46,Germany,Grocery,196.61,Credit Card,2023-12-20
28626,Liam Allen,48,USA,Books,806.78,Net Banking,2023-12-20
14776,Liam Rodriguez,47,Japan,Books,234.1,Debit Card,2023-12-20
15736,Elijah Lewis,66,Brazil,Grocery,701.18,Debit Card,2023-12-20
14701,Elijah Allen,39,Germany,Grocery,788.0,UPI,2023-12-20
33816,James Harris,25,Germany,Sports,913.82,PayPal,2023-12-20
32597,Sophia Lewis,70,Brazil,Books,379.79,Debit Card,2023-12-20
1039,Liam Allen,28,Brazil,Sports,72.25,Cash on Delivery,2023-12-20
27273,Isabella Walker,35,France,Electronics,477.71,Credit Card,2023-12-20
1886,Ava Walker,30,Canada,Books,402.77,PayPal,2023-12-20
37058,Elijah Walker,67,Australia,Books,893.7,Cash on Delivery,2023-12-20
49430,Ava Lewis,61,USA,Electronics,825.26,Cash on Delivery,2023-12-20
42254,Noah Rodriguez,51,Mexico,Clothing,120.8,Debit Card,2023-12-20
34217,Sophia Anderson,37,Japan,Toys,387.41,PayPal,2023-12-20
19471,James Clark,45,Germany,Grocery,586.95,UPI,2023-12-20
22646,James Anderson,44,Mexico,Electronics,592.74,UPI,2023-12-20
24903,James Allen,60,USA,Home & Kitchen,685.27,PayPal,2023-12-20
47033,Oliver Thompson,70,USA,Grocery,46.67,Cash on Delivery,2023-12-20
36785,Noah Thompson,49,UK,Toys,290.23,Credit Card,2023-12-20
44460,Isabella Harris,44,Australia,Beauty,804.91,PayPal,2023-12-20
4309,Noah Clark,37,USA,Books,109.11,Net Banking,2023-12-20
15338,Noah Harris,33,Mexico,Grocery,143.15,PayPal,2023-12-20
25967,Noah Thompson,43,India,Home & Kitchen,605.1,PayPal,2023-12-20
189,Elijah Anderson,50,UK,Electronics,199.23,Net Banking,2023-12-20
6908,Isabella Anderson,39,Canada,Grocery,182.85,PayPal,2023-12-20
5104,Emma Clark,41,Australia,Books,288.97,Credit Card,2023-12-20
38868,Liam Allen,66,France,Toys,396.46,Credit Card,2023-12-20
44182,Isabella Harris,62,France,Toys,47.24,Cash on Delivery,2023-12-20
44165,Oliver Anderson,24,France,Clothing,39.21,Debit Card,2023-12-20
13005,Liam Anderson,44,Canada,Electronics,766.4,Net Banking,2023-12-20
6889,Liam Hall,54,Germany,Electronics,528.89,Net Banking,2023-12-20
48401,Liam Harris,30,UK,Electronics,102.88,Net Banking,2023-12-20
30330,Liam White,51,India,Sports,984.74,Credit Card,2023-12-20
11325,Elijah Harris,54,France,Books,172.42,Credit Card,2023-12-20
46089,Emma Anderson,28,India,Electronics,799.8,Credit Card,2023-12-20
31069,Olivia Clark,35,Canada,Electronics,715.86,UPI,2023-12-20
42575,Liam Clark,23,Canada,Beauty,449.42,PayPal,2023-12-20
49762,Elijah Rodriguez,58,Japan,Home & Kitchen,262.19,PayPal,2023-12-20
30563,Liam Rodriguez,55,France,Clothing,484.81,Debit Card,2023-12-20
36962,Sophia Clark,36,Japan,Electronics,55.62,PayPal,2023-12-20
15618,Liam Clark,60,India,Beauty,551.49,Net Banking,2023-12-20
25033,Elijah Harris,41,Germany,Beauty,869.41,Cash on Delivery,2023-12-20
41413,James Thompson,66,Canada,Beauty,558.17,UPI,2023-12-20
42489,Olivia Anderson,67,Japan,Home & Kitchen,86.9,UPI,2023-12-20
28653,Oliver Harris,56,UK,Toys,581.8,Cash on Delivery,2023-12-20
6156,Isabella Walker,30,Germany,Clothing,295.39,Net Banking,2023-12-20
47285,Liam Hall,64,India,Beauty,910.01,UPI,2023-12-20
20059,Sophia Hall,30,Brazil,Beauty,747.99,Debit Card,2023-12-20
46569,Liam White,68,Mexico,Electronics,280.47,UPI,2023-12-20
13175,Ava Harris,69,Canada,Toys,420.82,Net Banking,2023-12-20
2356,Isabella Rodriguez,41,USA,Clothing,476.38,UPI,2023-12-20
5776,Ava Allen,68,India,Grocery,655.1,UPI,2023-12-20
20749,Isabella Hall,45,France,Sports,99.41,Debit Card,2023-12-20
44697,Oliver Walker,47,Australia,Electronics,923.61,PayPal,2023-12-20
45441,Elijah Lewis,48,Brazil,Beauty,21.71,Net Banking,2023-12-20
38191,Ava Clark,19,Germany,Books,857.13,Credit Card,2023-12-20
38498,Sophia Hall,30,Germany,Grocery,560.6,Debit Card,2023-12-20
43037,Noah Rodriguez,19,UK,Beauty,698.01,Debit Card,2023-12-20
8847,Oliver Allen,37,USA,Sports,770.91,Net Banking,2023-12-20
38281,Noah Hall,52,France,Sports,960.84,Cash on Delivery,2023-12-20
45462,Elijah Lewis,54,Germany,Home & Kitchen,148.56,Cash on Delivery,2023-12-20
21342,Liam Thompson,54,Germany,Grocery,124.99,Debit Card,2023-12-20
6218,Sophia Thompson,31,USA,Books,51.72,UPI,2023-12-20
217,Oliver Harris,63,UK,Home & Kitchen,10.05,PayPal,2023-12-20
31750,Emma Rodriguez,40,Brazil,Toys,489.54,Credit Card,2023-12-20
30979,Oliver Rodriguez,18,India,Electronics,806.98,Credit Card,2023-12-20
44380,Ava Clark,39,France,Home & Kitchen,917.44,Cash on Delivery,2023-12-20
29462,Isabella Lewis,20,USA,Books,603.06,PayPal,2023-12-20
11975,Elijah Thompson,67,Germany,Sports,614.16,Cash on Delivery,2023-12-20
21596,Elijah Allen,36,UK,Sports,854.48,PayPal,2023-12-20
30603,Oliver Anderson,51,Canada,Clothing,148.48,Net Banking,2023-12-20
13154,Oliver Walker,25,UK,Sports,601.73,Cash on Delivery,2023-12-20
3318,Elijah Walker,39,Japan,Sports,388.77,Cash on Delivery,2023-12-20
7896,Olivia Harris,53,Germany,Toys,652.77,Net Banking,2023-12-20
38350,Emma Lewis,46,Japan,Clothing,501.49,UPI,2023-12-20
3335,Elijah Lewis,63,India,Electronics,715.31,PayPal,2023-12-20
18289,Elijah Lewis,68,UK,Books,426.07,Cash on Delivery,2023-12-21
39224,Noah Rodriguez,31,India,Sports,223.33,PayPal,2023-12-21
18659,James Lewis,51,Germany,Beauty,445.16,Credit Card,2023-12-21
32623,Isabella Rodriguez,37,Germany,Sports,359.06,Net Banking,2023-12-21
1455,Elijah Allen,36,France,Toys,458.98,PayPal,2023-12-21
22914,Liam Walker,21,Australia,Books,988.54,Net Banking,2023-12-21
40793,Ava Allen,24,Canada,Electronics,412.88,UPI,2023-12-21
39799,Olivia Hall,18,Canada,Beauty,955.88,UPI,2023-12-21
22362,Liam Walker,43,Japan,Electronics,476.81,Cash on Delivery,2023-12-21
22809,Emma Clark,18,USA,Toys,530.17,Cash on Delivery,2023-12-21
21395,James Harris,23,India,Grocery,25.02,Cash on Delivery,2023-12-21
19386,Sophia White,23,UK,Electronics,7.39,Cash on Delivery,2023-12-21
44130,Sophia Anderson,60,Japan,Grocery,419.14,Cash on Delivery,2023-12-21
16404,Elijah Anderson,50,Australia,Beauty,269.28,Credit Card,2023-12-21
7370,Noah Allen,63,India,Home & Kitchen,227.67,Debit Card,2023-12-21
48358,Ava Anderson,36,USA,Clothing,551.49,Debit Card,2023-12-21
4190,Oliver Harris,46,Japan,Home & Kitchen,75.54,PayPal,2023-12-21
37825,Sophia Rodriguez,59,Brazil,Home & Kitchen,429.04,PayPal,2023-12-21
8955,James Anderson,63,Brazil,Electronics,653.48,Credit Card,2023-12-21
19451,Liam Hall,44,UK,Toys,645.87,Cash on Delivery,2023-12-21
29663,Olivia Clark,19,UK,Grocery,221.36,PayPal,2023-12-21
4221,Olivia Rodriguez,38,India,Beauty,453.36,UPI,2023-12-21
43831,Sophia White,66,Mexico,Books,773.6,Credit Card,2023-12-21
25754,Noah Walker,20,Mexico,Clothing,702.37,Debit Card,2023-12-21
46425,James Thompson,28,Mexico,Electronics,226.1,Net Banking,2023-12-21
17606,Noah Allen,29,UK,Grocery,414.41,Cash on Delivery,2023-12-21
27289,Olivia Walker,23,Brazil,Books,692.29,UPI,2023-12-21
49363,Ava Clark,60,India,Beauty,38.04,Cash on Delivery,2023-12-21
41300,Olivia Hall,23,France,Home & Kitchen,817.93,PayPal,2023-12-21
46535,Ava Lewis,26,India,Grocery,233.19,Debit Card,2023-12-21
3518,Oliver Walker,26,France,Clothing,543.41,Net Banking,2023-12-21
17657,Emma Thompson,58,USA,Sports,404.85,Net Banking,2023-12-21
15061,Emma Hall,56,UK,Home & Kitchen,684.38,UPI,2023-12-21
40133,Sophia Clark,58,Japan,Electronics,750.87,Cash on Delivery,2023-12-21
49397,Sophia Harris,67,India,Home & Kitchen,785.34,Debit Card,2023-12-21
2008,Liam Hall,55,Brazil,Sports,839.35,UPI,2023-12-21
45281,Ava Lewis,65,India,Clothing,390.8,Debit Card,2023-12-21
949,Olivia Thompson,28,India,Grocery,235.49,UPI,2023-12-21
5265,James Allen,47,Brazil,Grocery,421.05,Cash on Delivery,2023-12-21
27070,Sophia Lewis,18,Australia,Grocery,167.85,UPI,2023-12-21
6994,Oliver Lewis,67,India,Books,163.92,Cash on Delivery,2023-12-21
40283,Ava Clark,61,Brazil,Grocery,362.91,UPI,2023-12-21
8354,James Allen,48,India,Grocery,604.5,Credit Card,2023-12-21
13185,Sophia Walker,45,Brazil,Home & Kitchen,673.28,UPI,2023-12-21
45272,Isabella Rodriguez,65,Germany,Home & Kitchen,694.26,Debit Card,2023-12-21
9940,Sophia Harris,44,Brazil,Beauty,268.54,UPI,2023-12-21
39342,Ava Clark,61,Japan,Sports,652.46,PayPal,2023-12-21
35497,James Hall,33,India,Grocery,996.01,UPI,2023-12-21
11474,Elijah White,23,Mexico,Books,842.18,Cash on Delivery,2023-12-21
42556,James Harris,19,India,Grocery,972.77,PayPal,2023-12-21
19553,Oliver Harris,64,Germany,Grocery,36.64,Net Banking,2023-12-21
6805,James Harris,46,France,Toys,869.82,Credit Card,2023-12-21
34477,Olivia Thompson,45,Mexico,Home & Kitchen,699.28,Cash on Delivery,2023-12-21
24535,Emma Clark,50,Japan,Home & Kitchen,19.15,Net Banking,2023-12-21
35208,Isabella Anderson,46,France,Clothing,645.93,Debit Card,2023-12-21
34079,Noah Allen,54,Japan,Beauty,110.28,Net Banking,2023-12-21
29128,Isabella White,46,Japan,Beauty,825.93,Net Banking,2023-12-21
26253,Olivia Thompson,39,Australia,Beauty,924.06,UPI,2023-12-21
10618,Sophia Walker,45,Mexico,Electronics,644.97,Credit Card,2023-12-21
29292,Elijah Anderson,37,UK,Sports,124.97,Credit Card,2023-12-21
3459,Sophia Clark,54,Japan,Clothing,722.59,Net Banking,2023-12-21
44876,Elijah Harris,47,Canada,Home & Kitchen,520.98,Credit Card,2023-12-21
49924,Olivia Lewis,55,Germany,Home & Kitchen,157.19,PayPal,2023-12-21
19182,Noah Hall,54,UK,Home & Kitchen,988.82,PayPal,2023-12-21
37461,Elijah Thompson,55,Germany,Electronics,40.19,Cash on Delivery,2023-12-21
18391,James Harris,24,France,Electronics,318.99,UPI,2023-12-21
16581,Ava Hall,69,Brazil,Electronics,132.35,Cash on Delivery,2023-12-21
49903,Isabella Allen,45,USA,Electronics,671.46,Net Banking,2023-12-22
4592,Olivia Lewis,70,UK,Grocery,751.16,Credit Card,2023-12-22
15233,James Anderson,49,Mexico,Electronics,64.35,Net Banking,2023-12-22
2781,Ava Thompson,50,Mexico,Electronics,511.27,Net Banking,2023-12-22
16148,Noah Walker,30,Germany,Home & Kitchen,620.71,Debit Card,2023-12-22
23967,Isabella Thompson,19,Japan,Toys,535.75,Credit Card,2023-12-22
47287,Isabella Lewis,56,UK,Toys,95.48,Net Banking,2023-12-22
9088,Olivia Rodriguez,44,Mexico,Home & Kitchen,411.78,Cash on Delivery,2023-12-22
13967,Emma Thompson,47,USA,Home & Kitchen,298.57,Cash on Delivery,2023-12-22
131,James Harris,49,France,Clothing,94.49,Credit Card,2023-12-22
26883,Oliver Anderson,30,Canada,Electronics,73.81,PayPal,2023-12-22
29547,Emma Allen,23,France,Toys,172.77,Credit Card,2023-12-22
22551,Isabella Hall,35,USA,Books,820.64,PayPal,2023-12-22
747,Sophia Hall,32,Canada,Grocery,524.44,Cash on Delivery,2023-12-22
3951,Ava Clark,47,USA,Electronics,131.39,PayPal,2023-12-22
49103,Olivia Thompson,46,UK,Books,452.3,PayPal,2023-12-22
23957,Sophia Rodriguez,20,Japan,Electronics,266.54,Credit Card,2023-12-22
19402,Emma Allen,58,Germany,Beauty,823.06,PayPal,2023-12-22
23852,Olivia Clark,20,Brazil,Clothing,162.22,UPI,2023-12-22
4725,Ava Thompson,50,Canada,Grocery,264.13,Cash on Delivery,2023-12-22
28610,Sophia Walker,18,Brazil,Home & Kitchen,871.3,Credit Card,2023-12-22
2496,Olivia Clark,49,Mexico,Books,932.55,UPI,2023-12-22
18818,Elijah Walker,41,Canada,Electronics,577.32,PayPal,2023-12-22
26300,Olivia Allen,25,India,Clothing,287.25,Net Banking,2023-12-22
42362,Elijah Walker,22,USA,Beauty,885.63,Net Banking,2023-12-22
45166,Noah White,60,Germany,Beauty,842.64,Debit Card,2023-12-22
11175,Noah Clark,55,Japan,Beauty,128.77,Net Banking,2023-12-22
37312,Ava Harris,35,Brazil,Grocery,262.81,Cash on Delivery,2023-12-22
16762,Liam Lewis,55,Germany,Electronics,827.43,Credit Card,2023-12-22
7306,Sophia Hall,22,USA,Beauty,628.66,Credit Card,2023-12-22
5061,Sophia White,30,Germany,Grocery,160.87,Debit Card,2023-12-22
8692,Isabella Walker,36,France,Home & Kitchen,182.69,Net Banking,2023-12-22
25394,Oliver White,46,Germany,Grocery,148.26,Debit Card,2023-12-22
45890,Noah Harris,34,Australia,Books,447.95,Credit Card,2023-12-22
22158,Isabella Rodriguez,48,Australia,Home & Kitchen,830.75,Net Banking,2023-12-22
39830,Emma Lewis,70,India,Beauty,60.51,Net Banking,2023-12-22
22566,Isabella Allen,68,Australia,Sports,615.04,UPI,2023-12-22
37412,Elijah Lewis,52,UK,Electronics,569.16,Net Banking,2023-12-22
20021,Olivia Harris,44,France,Home & Kitchen,928.4,UPI,2023-12-22
13770,Ava Rodriguez,62,USA,Home & Kitchen,550.22,PayPal,2023-12-22
15607,Liam Hall,20,India,Grocery,275.74,UPI,2023-12-22
36952,Noah Hall,34,Mexico,Beauty,360.12,PayPal,2023-12-22
32536,Oliver Allen,63,Brazil,Clothing,787.06,PayPal,2023-12-22
38712,James Clark,22,India,Electronics,769.98,Cash on Delivery,2023-12-22
28332,Emma Lewis,28,UK,Books,474.03,Credit Card,2023-12-22
21129,Sophia Harris,35,Australia,Home & Kitchen,953.32,Cash on Delivery,2023-12-22
15145,Olivia Walker,21,Germany,Home & Kitchen,254.44,Debit Card,2023-12-22
46771,Olivia White,56,India,Home & Kitchen,368.78,Cash on Delivery,2023-12-22
42053,Liam Lewis,69,Germany,Clothing,252.56,Cash on Delivery,2023-12-22
25997,Liam Harris,64,USA,Books,111.41,Credit Card,2023-12-22
35138,Liam Hall,68,Mexico,Books,31.0,Net Banking,2023-12-22
40296,Olivia Harris,52,Australia,Sports,910.54,Net Banking,2023-12-22
9510,Noah Clark,43,Japan,Sports,963.59,Net Banking,2023-12-22
40386,Noah Harris,23,France,Sports,384.76,PayPal,2023-12-22
137,Sophia Harris,41,Germany,Toys,992.4,PayPal,2023-12-22
29795,Emma Allen,46,Mexico,Toys,936.0,Credit Card,2023-12-22
45793,Olivia Walker,18,Mexico,Toys,838.72,Net Banking,2023-12-22
40893,Emma Clark,59,Australia,Sports,622.47,UPI,2023-12-22
6450,Elijah Harris,70,UK,Clothing,566.93,Net Banking,2023-12-22
37532,Oliver Hall,66,India,Clothing,761.29,Cash on Delivery,2023-12-22
5923,Oliver Harris,60,Japan,Electronics,98.09,Credit Card,2023-12-22
31996,Sophia Hall,23,Brazil,Sports,289.07,PayPal,2023-12-22
47701,Noah Lewis,60,Australia,Electronics,226.6,Debit Card,2023-12-22
45251,Noah Allen,53,Japan,Beauty,864.01,PayPal,2023-12-22
14999,Elijah White,35,Australia,Books,530.22,UPI,2023-12-22
9638,Ava Harris,30,Japan,Home & Kitchen,846.27,Credit Card,2023-12-22
21570,Oliver Walker,66,Germany,Grocery,890.51,Cash on Delivery,2023-12-22
11735,Olivia Walker,58,Germany,Home & Kitchen,809.97,Credit Card,2023-12-22
19427,Ava Harris,64,France,Electronics,310.98,Credit Card,2023-12-22
8611,Liam Lewis,31,Mexico,Grocery,993.01,UPI,2023-12-22
9733,Emma Hall,60,Brazil,Sports,890.32,Cash on Delivery,2023-12-22
28142,Emma Lewis,24,France,Grocery,993.51,Cash on Delivery,2023-12-22
29955,Sophia Lewis,28,USA,Sports,401.61,Net Banking,2023-12-22
48937,Sophia Walker,57,UK,Grocery,792.36,UPI,2023-12-22
2196,Liam Lewis,64,Canada,Clothing,392.1,UPI,2023-12-23
32596,James Walker,30,Australia,Clothing,984.28,Debit Card,2023-12-23
8523,Elijah White,19,France,Sports,94.81,Credit Card,2023-12-23
40024,Elijah White,42,France,Beauty,447.37,Debit Card,2023-12-23
41023,Oliver Anderson,59,Brazil,Sports,648.21,Credit Card,2023-12-23
41553,Sophia Walker,59,USA,Clothing,50.64,PayPal,2023-12-23
48979,Ava Anderson,57,USA,Books,779.84,Net Banking,2023-12-23
46625,Elijah Hall,43,Japan,Books,709.11,UPI,2023-12-23
33128,Elijah Anderson,24,India,Electronics,833.72,Debit Card,2023-12-23
30345,Emma Harris,42,Australia,Grocery,77.93,Cash on Delivery,2023-12-23
23358,Sophia Lewis,23,UK,Grocery,121.46,Debit Card,2023-12-23
49162,Ava Walker,30,Canada,Clothing,545.46,Cash on Delivery,2023-12-23
14766,Ava Lewis,25,Australia,Beauty,494.94,Net Banking,2023-12-23
7206,Isabella Anderson,69,UK,Toys,444.8,Net Banking,2023-12-23
49011,Ava Harris,30,Germany,Home & Kitchen,967.59,UPI,2023-12-23
32774,Ava Harris,66,Australia,Home & Kitchen,443.32,Cash on Delivery,2023-12-23
3235,Liam Hall,50,Australia,Clothing,155.53,Debit Card,2023-12-23
